16, 1, 0.3004
16, 2, 0.2873
16, 4, 0.2585
16, 8, 0.2167

32, 1, 0.2858
32, 2, 0.2599
32, 4, 0.2149
32, 8, 0.1559

64, 1, 0.2648
64, 2, 0.2192
64, 4, 0.1762
64, 8, 0.1284

128, 1, 0.2272
128, 2, 0.1778
128, 4, 0.1284
128, 8, 0.0731

256, 1, 0.1916
256, 2, 0.1348
256, 4, 0.0725
256, 8, 0.0157

512, 1, 0.1436
512, 2, 0.0790
512, 4, 0.0270
512, 8, 0.0134
