16, 1, 0.2008
16, 2, 0.0816
16, 4, 0.0508
16, 8, 0.0249

32, 1, 0.1371
32, 2, 0.0568
32, 4, 0.0291
32, 8, 0.0230

64, 1, 0.0764
64, 2, 0.0341
64, 4, 0.0232
64, 8, 0.0228

128, 1, 0.0495
128, 2, 0.0278
128, 4, 0.0228
128, 8, 0.0220

256, 1, 0.0344
256, 2, 0.0242
256, 4, 0.0221
256, 8, 0.0219

512, 1, 0.0262
512, 2, 0.0223
512, 4, 0.0219
512, 8, 0.0219
